Horodateur,Date de l'observation,Nom de l'observateur,Zone d'observation,Zone d'observation,Ordre,Famille,Genre,Espèce,Nombre,Sexe,Lien URL de l'image,Fiche technique,Remaques
07/04/2015 23:23:52,06/04/2015,Tifaeris,C15,,Lépidoptères,Hesperiidae,Pyrgus,-,1,,,-,
07/04/2015 23:25:33,06/04/2015,Tifaeris,C15,,Lépidoptères,Nymphalidae,Pararge,Tircis (Pararge aegeria),1,,,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/tircis/,
07/04/2015 23:26:19,06/04/2015,Tifaeris,C15,,Araignées,Pisauridae,Pisaura,Pisaure admirable (Pisaura mirabilis),2,,https://tifaeris.files.wordpress.com/2013/05/pisaure-admirable-26.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/pisaure-admirable/,
07/04/2015 23:27:16,06/04/2015,Tifaeris,C9,,Araignées,Pisauridae,Pisaura,Pisaure admirable (Pisaura mirabilis),,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/pisaure-admirable/,Très nombreuses tout le long de ce chemin jusqu'en F6 dans les hautes herbes.
07/04/2015 23:29:00,06/04/2015,Tifaeris,C9,,Diptères,Bibionidae,Bibio,,,,,https://tifaeris.wordpress.com/insectes/dipteres/bibio-genre/,Très nombreux tout le long de ce chemin jusqu'en F6
07/04/2015 23:30:43,06/04/2015,Tifaeris,D7,,Lépidoptères,Geometridae,Chiasmia,Géomètre à barreaux (Chiasmia clathrata),1,,,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/geometre-a-barreaux/,
07/04/2015 23:31:41,06/04/2015,Tifaeris,D7,,Araignées,Salticidae,Heliophanus,-,5,,https://tifaeris.files.wordpress.com/2013/05/heliophanus2.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/heliophanus-cupreus/,
07/04/2015 23:33:01,06/04/2015,Tifaeris,D7,,Coléoptères,Coccinellidae,Propylea,Coccinelle à damier (Propylea quatuordecimpunctata),1,,,https://tifaeris.wordpress.com/insectes/coleopteres/coccinelle-a-damier/,
07/04/2015 23:35:00,06/04/2015,Tifaeris,D7,,Lépidoptères,Lycaenidae,Lycaena,Cuivré commun (Lycaena phlaeas),1,,https://tifaeris.files.wordpress.com/2013/06/cuivrc3a9-commun3.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/cuivre-commun/,
07/04/2015 23:36:15,06/04/2015,Tifaeris,F6,,Araignées,Thomisidae,Xysticus,-,1,,https://tifaeris.files.wordpress.com/2013/05/xysticus2.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/genre-xysticus/,
07/04/2015 23:36:51,06/04/2015,Tifaeris,E11,,Araignées,Araneidae,Agalenatea,Epeire de velours (Agalenatea redii),1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-de-velours/,
07/04/2015 23:38:19,06/04/2015,Tifaeris,E11,,Araignées,Araneidae,Larinioides,Larinioides cornutus/suspicax/folium,3,,https://tifaeris.files.wordpress.com/2014/04/larinioides-cornutus-larinioides-suspicax-folium-2.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-des-roseaux/,
07/04/2015 23:03:48,05/04/2015,Tifaeris,H23,,Diptères,Scathophagidae,Scathophaga,Scatophage du fumier (Scathophaga stercoraria),1,,,https://tifaeris.wordpress.com/insectes/dipteres/scatophage-du-fumier/,
07/04/2015 23:05:28,05/04/2015,Tifaeris,H23,,Dictyoptères,Empusidae,Empusa,Empuse commune (Empusa pennata),1,,https://tifaeris.files.wordpress.com/2013/09/empuse-commune-22.jpg?w=1200&h=,https://tifaeris.wordpress.com/insectes/dictyopteres/empuse-commune/,
07/04/2015 23:06:41,05/04/2015,Tifaeris,I23,,Araignées,Pisauridae,Pisaura,Pisaure admirable (Pisaura mirabilis),1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/pisaure-admirable/,
07/04/2015 23:07:48,05/04/2015,Tifaeris,I23,,Araignées,Araneidae,Larinioides,Larinioides cornutus/suspicax/folium,1,Mâle,https://tifaeris.files.wordpress.com/2014/04/epeire-des-roseaux-2.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-des-roseaux/,
07/04/2015 23:09:48,05/04/2015,Tifaeris,I23,,Hémiptères,Pentatomidae,Eurydema,Punaise ornée du chou (Eurydema ornata),1,,https://tifaeris.files.wordpress.com/2014/03/punaise-ornc3a9e-du-chou-2.jpg?w=700&h=,https://tifaeris.wordpress.com/insectes/hemipteres/punaise-ornee-du-chou/,
07/04/2015 23:10:58,05/04/2015,Tifaeris,I23,,Diptères,Scathophagidae,Scathophaga,Scatophage du fumier (Scathophaga stercoraria),1,,https://tifaeris.files.wordpress.com/2014/03/scatophage-du-fumier1.jpg,https://tifaeris.wordpress.com/insectes/dipteres/scatophage-du-fumier/,
07/04/2015 23:12:09,05/04/2015,Tifaeris,I23,,Araignées,Tetragnathidae,Tetragnatha,-,1,,https://tifaeris.files.wordpress.com/2013/05/tc3a9tragnathe2.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/tetragnathes/,
07/04/2015 23:13:25,05/04/2015,Tifaeris,F20,,Araignées,Araneidae,Agalenatea,Epeire de velours (Agalenatea redii),1,,https://tifaeris.files.wordpress.com/2013/06/epeire-de-velours-32.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-de-velours/,
07/04/2015 23:14:17,05/04/2015,Tifaeris,E19,,Araignées,Pisauridae,Pisaura,Pisaure admirable (Pisaura mirabilis),1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/pisaure-admirable/,
07/04/2015 23:15:19,05/04/2015,Tifaeris,E19,,Araignées,Araneidae,Agalenatea,Epeire de velours (Agalenatea redii),1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-de-velours/,
07/04/2015 23:17:02,05/04/2015,Tifaeris,E19,,Coléoptères,Coccinellidae,Subcoccinella,Coccinelle à 24 points (Subcoccinella 24 punctata),1,,https://tifaeris.files.wordpress.com/2014/04/coccinelle-c3a0-24-points2.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/coccinelle-a-24-points/,
07/04/2015 23:18:32,05/04/2015,Tifaeris,D19,,Diptères,Bibionidae,Bibio,-,2,,https://tifaeris.files.wordpress.com/2014/04/bibio.jpg,https://tifaeris.wordpress.com/insectes/dipteres/bibio-genre/,
07/04/2015 23:20:21,05/04/2015,Tifaeris,D19,,Hémiptères,Pentatomidae,Piezodorus,Punaise des genêts (Piezodorus lituratus),1,,https://tifaeris.files.wordpress.com/2014/05/punaise-des-genc3aats-2.jpg,https://tifaeris.wordpress.com/insectes/hemipteres/punaise-des-genets/,
13/04/2015 21:54:23,05/04/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Menophra,Boarmie pétrifiée (Menophra abruptaria),1,,https://tifaeris.files.wordpress.com/2015/04/boarmie-pc3a9trific3a9e.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/boarmie-petrifiee-menophra-abruptaria/,
13/04/2015 21:55:41,05/04/2015,Tifaeris,I23,,Araignées,Salticidae,Salticus,-,1,,https://tifaeris.files.wordpress.com/2015/04/salticus-3.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/salticus-genre/,
24/04/2015 21:19:51,05/04/2015,Tifaeris,D19,,Diptères,Syrphidae,Syrphus,Syrphe du groseillier (Syrphus ribesii),1,Femelle,https://tifaeris.files.wordpress.com/2015/04/syrphe-du-groseiller-2.jpg,https://tifaeris.wordpress.com/insectes/dipteres/syrphe-du-groseillier-syrphus-ribesii/,
03/04/2015 22:15:57,03/04/2015,Tifaeris,E19,,Araignées,Araneidae,Agalenatea,Epeire de velours (Agalenatea redii),1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-de-velours/,
03/04/2015 22:17:13,03/04/2015,Tifaeris,E19,,Araignées,Araneidae,Mangora,Mangore petite-bouteille (Mangora acalypha),1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/mangore-petite-bouteille-2-2/,
03/04/2015 22:19:15,03/04/2015,Tifaeris,E19,,Araignées,Tetragnathidae,Tetragnatha,-,2,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/tetragnathes/,
03/04/2015 22:19:50,03/04/2015,Tifaeris,F20,,Araignées,Araneidae,Agalenatea,Epeire de velours (Agalenatea redii),2,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-de-velours/,
03/04/2015 22:20:55,03/04/2015,Tifaeris,D19,,Araignées,Araneidae,Mangora,Mangore petite-bouteille (Mangora acalypha),1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/mangore-petite-bouteille-2-2/,
03/04/2015 22:22:49,03/04/2015,Tifaeris,C20,,Lépidoptères,Nymphalidae,Melitaea,Mélitée du plantain (Melitaea cinxia),3,,,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/melitee-du-plantain/,Chenilles
01/04/2015 21:46:57,01/04/2015,Tifaeris,I23,,Araignées,Araneidae,Agalenatea,Epeire de velours (Agalenatea redii),1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-de-velours/,
31/03/2015 21:42:21,29/03/2015,Tifaeris,I23,,Araignées,Pisauridae,Pisaura,Pisaure admirable (Pisaura mirabilis),1,,https://www.flickr.com/photos/christophe-ramos/16358693984/,https://tifaeris.wordpress.com/arachnides-2/arachnides/pisaure-admirable/,
31/03/2015 21:44:18,29/03/2015,Tifaeris,I23,,Lépidoptères,Erebidae,Orgyia,Soucieuse (Orgyia recens),1,,,-,Chenille
21/03/2015 09:02:29,20/03/2015,Tifaeris,E19,,Araignées,Araneidae,Agalenatea,Epeire de velours (Agalenatea redii),1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-de-velours/,
13/03/2015 22:03:50,12/03/2015,Marie-Line D09,D12,,Lépidoptères,Nymphalidae,Aglais,Paon du jour (Aglais io),1,,,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/paon-du-jour/,
13/03/2015 22:05:43,12/03/2015,Marie-Line D09,C10,,Lépidoptères,Nymphalidae,Pararge,Tircis (Pararge aegeria),1,,https://www.flickr.com/photos/marielined09/16183181273/,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/tircis/,
11/03/2015 18:47:12,08/03/2015,Marie-Line D09,G6,,Lépidoptères,Nymphalidae,Aglais,Paon du jour (Aglais io),1,,https://www.flickr.com/photos/marielined09/16728556366/,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/paon-du-jour/,
07/03/2015 22:18:31,07/03/2015,Tifaeris,C5,,Odonates,Lestidae,Sympecma,Leste brun (Sympecma fusca),3,,https://tifaeris.wordpress.com/insectes/odonates/leste-brun/leste-brun-6/#main,https://tifaeris.wordpress.com/insectes/odonates/leste-brun/,Dont deux en tandem en ponte
07/03/2015 22:21:51,07/03/2015,Tifaeris,E19,,Lépidoptères,Nymphalidae,Aglais,Petite tortue (Aglais urticae),1,,,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/petite-tortue/,
07/03/2015 22:23:06,07/03/2015,Tifaeris,J22,,Lépidoptères,Nymphalidae,Aglais,Paon du jour (Aglais io),2,,,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/paon-du-jour/,En hibernation depuis l'automne
07/03/2015 22:28:54,07/03/2015,Tifaeris,C18,,Lépidoptères,Pieridae,Gonepteryx,-,1,,,-,
07/10/2014 20:22:03,03/10/2014,JFB31,H12,,Odonates,Libellulidae,Trithemis,Trithémis annelé (Trithemis annulata),NC,,https://www.flickr.com/photos/51926183@N07/15243015157/,http://tifaeris.wordpress.com/insectes/odonates/trithemis-annele/,
07/10/2014 20:23:41,03/10/2014,JFB31,H12,,Odonates,Lestidae,Lestes,Leste vert (Lestes viridis),NC,,https://www.flickr.com/photos/51926183@N07/15243016297/,http://tifaeris.wordpress.com/insectes/odonates/leste-vert/,
26/09/2014 22:14:26,25/09/2014,fbarz,Ensemble DDO,,Odonates,Libellulidae,Sympetrum,Sympétrum strié (Sympetrum striolatum),NC,,,-,Accouplements
26/09/2014 22:16:06,25/09/2014,fbarz,D6,,Odonates,Aeshnidae,Aeshna,Aeschne bleue (Aeshna cyanea),1,Mâle,https://www.flickr.com/photos/fbarz/15351004971/,http://tifaeris.wordpress.com/insectes/odonates/aeschne-bleue/,
26/09/2014 22:18:26,25/09/2014,fbarz,B6,,Odonates,Aeshnidae,Aeshna,Aeschne mixte (Aeshna mixta),1,,,http://tifaeris.wordpress.com/insectes/odonates/aescnhe-mixte/,
07/10/2014 20:18:24,20/09/2014,sylvainr09,D12,,Orthoptères,Gryllidae,Pteronemobius,Grillon des torrents (Pteronemobius lineolatus),1,,,-,
16/09/2014 19:20:54,13/09/2014,patricia.hoedts,D8,,Odonates,Coenagrionidae,Ischnura,Ischnure élégante (Ischnura elegans),1,Femelle immature type A,https://www.flickr.com/photos/123529713@N08/15071766207/,http://tifaeris.wordpress.com/insectes/odonates/ischnure-elegante/,
16/09/2014 19:34:28,13/09/2014,patricia.hoedts,D8,,Hémiptères,Pentatomidae,Nezara,Punaise verte du soja (Nezara viridula),1,Juvénile stade 4,https://www.flickr.com/photos/123529713@N08/15068958587/,-,
16/09/2014 21:03:18,13/09/2014,patricia.hoedts,C21,,Odonates,Libellulidae,Orthetrum,Orthétrum bleuissant (Orthetrum coerulescens),Nombreux,Mâles et femelles,https://www.flickr.com/photos/123529713@N08/15251823721/,http://tifaeris.wordpress.com/insectes/odonates/orthetrum-bleuissant/,
19/09/2014 19:33:58,13/09/2014,patricia.hoedts,I12,,Araignées,Araneidae,Larinioides,Larinioides cornutus/suspicax/folium,1,,https://www.flickr.com/photos/123529713@N08/15078484109/,http://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-des-roseaux/,
19/09/2014 19:36:23,13/09/2014,patricia.hoedts,D22,,Odonates,Calopterygidae,Calopteryx,Caloptéryx hémorroïdal (Calopteryx haemorrhoidalis),1,Mâle,https://www.flickr.com/photos/123529713@N08/15252370026/,http://tifaeris.wordpress.com/insectes/odonates/calopteryx-hemorroidal/,ssp. occasi
13/09/2014 15:07:46,02/09/2014,Marie-Line D09,D12,,Odonates,Libellulidae,Sympetrum,Sympétrum de Fonsolombe (Sympetrum fonscolombii),1,Mâle,https://www.flickr.com/photos/marielined09/15185842016/,http://tifaeris.wordpress.com/insectes/odonates/sympetrum-de-fonscolombe/,
13/09/2014 15:09:03,31/08/2014,Tifaeris,E19,,Araignées,Araneidae,Argiope,Argiope frelon (Argiope bruennichi),17,,http://tifaeris.files.wordpress.com/2013/08/argiope-frelon2.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/argiope-frelon/,
13/09/2014 15:10:56,31/08/2014,Tifaeris,E19,,Dictyoptères,Mantidae,Mantis,Mante religieuse (Mantis religiosa),1,,http://tifaeris.files.wordpress.com/2013/08/mante-religieuse-5.jpg,http://tifaeris.wordpress.com/insectes/dictyopteres/mante-religieuse/,
13/09/2014 15:12:02,31/08/2014,Tifaeris,F20,,Araignées,Araneidae,Argiope,Argiope frelon (Argiope bruennichi),6,,http://tifaeris.files.wordpress.com/2013/08/argiope-frelon-31.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/argiope-frelon/,
13/09/2014 15:12:56,31/08/2014,Tifaeris,F20,,Araignées,Araneidae,Mangora,Mangore petite-bouteille (Mangora acalypha),2,,,tifaeris.wordpress.com/arachnides-2/arachnides/mangore-petite-bouteille-2/,
13/09/2014 15:14:05,31/08/2014,Tifaeris,F20,,Odonates,Aeshnidae,Anax,Anax empereur (Anax imperator),1,Mâle,,http://tifaeris.wordpress.com/insectes/odonates/anax-empereur/,
13/09/2014 15:15:17,31/08/2014,Tifaeris,F20,,Araignées,Thomisidae,Xysticus,-,1,,http://tifaeris.files.wordpress.com/2013/05/xysticus1.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/genre-xysticus/,
13/09/2014 15:16:51,31/08/2014,Tifaeris,F20,,Odonates,Coenagrionidae,Enallagma ,Portecoupe holarctique (Enallagma cyathigerum),1,Femelle,http://tifaeris.files.wordpress.com/2013/06/portecoupe-holarctique-21.jpg,http://tifaeris.wordpress.com/insectes/odonates/agrion-porte-coupe/,
13/09/2014 15:17:46,31/08/2014,Tifaeris,F20,,Odonates,Platycnemididae,Platycnemis,Pennipatte bleuâtre (Platycnemis pennipes),1,Femelle,http://tifaeris.files.wordpress.com/2013/07/pennipatte-bleuc3a2tre-25.jpg,http://tifaeris.wordpress.com/insectes/odonates/pennipatte-bleuatre/,
13/09/2014 15:19:11,31/08/2014,Tifaeris,F20,,Orthoptères,Acrididae,Pezotettix,Criquet pansu (Pezotettix giornae),2,,http://tifaeris.files.wordpress.com/2014/09/criquet-pansu.jpg,http://tifaeris.wordpress.com/insectes/orthopteres/criquet-pansu/,Accouplement
13/09/2014 15:20:30,31/08/2014,Tifaeris,D13,,Lépidoptères,Hesperiidae,Erynnis,Point-de-Hongrie (Erynnis tages),1,,http://tifaeris.files.wordpress.com/2013/07/point-de-hongrie1.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/point-de-hongrie/,
13/09/2014 15:21:28,31/08/2014,Tifaeris,D13,,Mécoptères,Panorpidae,Panorpa,-,4,,http://tifaeris.files.wordpress.com/2014/04/panorpes.jpg,http://tifaeris.wordpress.com/insectes/mecopteres/panorpa-genre/,Se nourrissant sur une proie d'araignée.
13/09/2014 15:23:01,31/08/2014,Tifaeris,D12,,Odonates,Coenagrionidae,Ischnura,Ischnure naine (Ischnura pumilio),1,Femelle immature,http://tifaeris.files.wordpress.com/2014/09/ischnure-naine-5.jpg,http://tifaeris.wordpress.com/insectes/odonates/ischnure-naine/,
13/09/2014 15:24:01,31/08/2014,Tifaeris,C15,,Lépidoptères,Nymphalidae,Araschnia,Carte géographique (Araschnia levana),1,,,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/carte-geographique/,
13/09/2014 15:25:39,31/08/2014,Tifaeris,C15,,Lépidoptères,Nymphalidae,Pararge,Tircis (Pararge aegeria),2,,,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/tircis/,
13/09/2014 15:27:24,31/08/2014,Tifaeris,C15,,Diptères,Calliphoridae,Stomorhina,Stomorhina lunata,2,Femelles,http://tifaeris.files.wordpress.com/2013/09/stomorhina-lunata-21.jpg,http://tifaeris.wordpress.com/insectes/dipteres/stomorhina-lunata/,
13/09/2014 15:28:24,31/08/2014,Tifaeris,C17,,Dictyoptères,Mantidae,Mantis,Mante religieuse (Mantis religiosa),1,,http://tifaeris.files.wordpress.com/2013/08/mante-religieuse1.jpg,http://tifaeris.wordpress.com/insectes/dictyopteres/mante-religieuse/,
13/09/2014 14:57:17,24/08/2014,patricia.hoedts,B2,,Odonates,Calopterygidae,Calopteryx,Caloptéryx hémorroïdal (Calopteryx haemorrhoidalis),1,Mâle,https://www.flickr.com/photos/123529713@N08/14852447728/,http://tifaeris.wordpress.com/insectes/odonates/calopteryx-hemorroidal/,
13/09/2014 14:58:23,24/08/2014,patricia.hoedts,B2,,Odonates,Calopterygidae,Calopteryx,Caloptéryx occitan (Calopteryx xanthostoma),1,Femelle,https://www.flickr.com/photos/123529713@N08/14800305320/,http://tifaeris.wordpress.com/insectes/odonates/calopteryx-occitan/,
13/09/2014 15:01:12,20/08/2014,danychou,C9,,Mécoptères,Panorpidae,Panorpa,-,1,,https://www.flickr.com/photos/36046278@N02/14797045507/,http://tifaeris.wordpress.com/insectes/mecopteres/panorpa-genre/,
13/09/2014 15:03:32,20/08/2014,danychou,C9,,Araignées,Araneidae,Argiope,Argiope frelon (Argiope bruennichi),NC,,https://www.flickr.com/photos/36046278@N02/15083653742/,http://tifaeris.wordpress.com/arachnides-2/arachnides/argiope-frelon/,Nombreuses
13/09/2014 15:04:31,20/08/2014,danychou,J3,,Mécoptères,Panorpidae,Panorpa,-,1,,https://www.flickr.com/photos/36046278@N02/15073435392/,http://tifaeris.wordpress.com/insectes/mecopteres/panorpa-genre/,
13/09/2014 15:05:15,20/08/2014,danychou,J3,,Araignées,Thomisidae,Xysticus,-,1,,https://www.flickr.com/photos/36046278@N02/14800650177/,http://tifaeris.wordpress.com/arachnides-2/arachnides/genre-xysticus/,
30/08/2014 10:07:37,11/08/2014,sylvainr09,B6,,Orthoptères,Tettigoniidae,Uromenus,Ephippigère carénée (Uromenus rugosicollis),1,,,-,
30/08/2014 10:10:33,11/08/2014,sylvainr09,B6,,Orthoptères,Tettigoniidae,Tettigonia,Grande sauterelle verte (Tettigonia viridissima),1,,,-,
30/08/2014 10:12:12,11/08/2014,sylvainr09,B6,,Orthoptères,Gryllidae,Nemobius,Grillon des bois (Nemobius sylvestris),1,,,-,
13/09/2014 14:54:04,08/08/2014,Marie-Line D09,D13,,Odonates,Libellulidae,Orthetrum,Orthétrum bleuissant (Orthetrum coerulescens),1,Femelle,https://www.flickr.com/photos/marielined09/14721324519/,http://tifaeris.wordpress.com/insectes/odonates/orthetrum-bleuissant/,
30/08/2014 09:56:50,05/08/2014,Marie-Line D09,D8,,Lépidoptères,Erebidae,Euclidia,Doublure jaune (Euclidia glyphica),1,,https://www.flickr.com/photos/marielined09/14851259532/,http://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/doublure-jaune/,
30/08/2014 09:58:55,05/08/2014,Marie-Line D09,C9,,Lépidoptères,Nymphalidae,Pararge,Tircis (Pararge aegeria),1,,https://www.flickr.com/photos/marielined09/14828600746/,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/tircis/,
30/08/2014 10:00:40,05/08/2014,Marie-Line D09,D6,,Lépidoptères,Nymphalidae,Araschnia,Carte géographique (Araschnia levana),1,,https://www.flickr.com/photos/marielined09/14848526851/,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/carte-geographique/,
30/08/2014 10:04:23,05/08/2014,Marie-Line D09,D7,,Araignées,Araneidae,Argiope,Argiope frelon (Argiope bruennichi),1,,https://www.flickr.com/photos/marielined09/14851586015/,http://tifaeris.wordpress.com/arachnides-2/arachnides/argiope-frelon/,
30/08/2014 09:53:57,03/08/2014,patricia.hoedts,G1,,Coléoptères,Lucanidae,Lucanus,Lucane cerf-volant (Lucanus cervus),1,Femelle,,http://tifaeris.wordpress.com/insectes/coleopteres/lucane-cerf-volant/,
30/08/2014 09:45:30,27/07/2014,louisferries,E8,,Lépidoptères,Papilionidae,Iphiclides,Flambé (Iphiclides podalirius),1,,https://www.flickr.com/photos/99251950@N08/14763479723/,-,
30/08/2014 09:51:43,27/07/2014,patricia.hoedts,C16,,Lépidoptères,Nymphalidae,Maniola,Myrtil (Maniola jurtina),1,,,-,
25/07/2014 22:15:51,24/07/2014,sol.jeanmichel,F27,,Lépidoptères,Nymphalidae,Pyronia,Amaryllis (Pyronia tithonus),1,Femelle,https://www.flickr.com/photos/123992327@N07/14739669674/,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/amaryllis/,
25/07/2014 22:17:44,24/07/2014,sol.jeanmichel,C9,,Odonates,Platycnemididae,Platycnemis,Pennipatte bleuâtre (Platycnemis pennipes),1,,https://www.flickr.com/photos/123992327@N07/14738852771/,http://tifaeris.wordpress.com/insectes/odonates/pennipatte-bleuatre/,
25/07/2014 22:10:12,23/07/2014,sylvainr09,F12,,Orthoptères,Tettigoniidae,Decticus,Dectique à front blanc (Decticus albifrons),NC,,,http://tifaeris.wordpress.com/insectes/orthopteres/dectique-a-front-blanc/,
25/07/2014 22:10:59,23/07/2014,sylvainr09,I13,,Orthoptères,Tettigoniidae,Decticus,Dectique à front blanc (Decticus albifrons),NC,,,http://tifaeris.wordpress.com/insectes/orthopteres/dectique-a-front-blanc/,
17/07/2014 23:30:41,16/07/2014,sylvainr09,G7,,Orthoptères,Gryllidae,Nemobius,Grillon des bois (Nemobius sylvestris),1,,,-,
17/07/2014 23:34:28,16/07/2014,sylvainr09,D11,,Orthoptères,Tettigoniidae,Decticus,Dectique à front blanc (Decticus albifrons),2,,,http://tifaeris.wordpress.com/insectes/orthopteres/dectique-a-front-blanc/,
17/07/2014 23:41:08,16/07/2014,sylvainr09,M24,Le long de la route près des serres du Raunier,Hémiptères,Cicadidae,Tibicina,Cigale rouge (Tibicina hæmatodes),1,,,-,
17/07/2014 23:44:09,16/07/2014,Pierre Crétu,H22,,Coléoptères,Scarabaeidae,Oryctes,Scarabée rhinocéros européen (Oryctes nasicornis),1,,https://www.flickr.com/photos/pierre-cretu-photonat/14648690596/,-,
17/07/2014 23:57:38,16/07/2014,Pierre Crétu,E19,,Lépidoptères,Nymphalidae,Pyronia,Amaryllis (Pyronia tithonus),1,,https://www.flickr.com/photos/pierre-cretu-photonat/14695424993/,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/amaryllis/,
17/07/2014 23:59:58,16/07/2014,Pierre Crétu,H23,,Orthoptères,Tettigoniidae,Phaneroptera,Phanéroptère commun (Phaneroptera falcata)/Phanéroptère méridional (Phaneroptera nana),1,,https://www.flickr.com/photos/pierre-cretu-photonat/14488913128/,http://tifaeris.wordpress.com/insectes/orthopteres/phaneroptere-communphaneroptere-meridional/,
17/07/2014 23:03:20,13/07/2014,Tifaeris,F27,,Lépidoptères,Geometridae,Ematurga,Phalène picotée (Ematurga atomaria),1,Mâle,http://tifaeris.files.wordpress.com/2013/09/phalc3a8ne-picotc3a9e2.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/phalene-picotee/,
27/05/2015 00:00:00,26/05/2015,Tifaeris,C6,,Coléoptères,Cerambycidae,Stenopterus,Sténoptère roux (Stenopterus rufus),2,,,https://tifaeris.wordpress.com/insectes/coleopteres/stenoptere-roux/,Sur marguerites
17/07/2014 23:06:45,13/07/2014,Tifaeris,C9,,Coléoptères,Scarabaeidae,Hoplia,Hoplie bleue (Hoplia coerulea),2,Mâle,http://tifaeris.files.wordpress.com/2014/06/hoplie-bleue-5.jpg,http://tifaeris.wordpress.com/insectes/coleopteres/hoplie-bleue/,
17/07/2014 23:09:10,13/07/2014,Tifaeris,C9,,Hémiptères,Rheduviidae,Rhinocoris,Rhinocoris iracundus/cuspidatus/rubricus,1,,http://tifaeris.files.wordpress.com/2013/06/rhinocoris-iracundus-cuspidatus-rubricus.jpg,http://tifaeris.wordpress.com/insectes/hemipteres/reduve-irascible/,
17/07/2014 23:10:10,13/07/2014,Tifaeris,D9,,Diptères,Syrphidae,Sphaerophoria,-,1,Mâle,http://tifaeris.files.wordpress.com/2013/07/sphaerophoria-sp1.jpg,http://tifaeris.wordpress.com/insectes/dipteres/sphaerophoria-genre/,
17/07/2014 23:11:39,13/07/2014,Tifaeris,D9,,Coléoptères,Oedemeridae,Oedemera,Oedémère noble (Oedemera nobilis),1,Mâle,http://tifaeris.files.wordpress.com/2013/05/oedc3a9mc3a8re-noble8.jpg,http://tifaeris.wordpress.com/insectes/coleopteres/oedemere-noble/,
17/07/2014 23:12:48,13/07/2014,Tifaeris,D9,,Odonates,Platycnemididae,Platycnemis,Pennipatte bleuâtre (Platycnemis pennipes),2,Mâle,http://tifaeris.files.wordpress.com/2013/07/pennipatte-bleuc3a2tre-24.jpg,http://tifaeris.wordpress.com/insectes/odonates/pennipatte-bleuatre/,
