Horodateur,Date de l'observation,Nom de l'observateur,Zone d'observation,Zone d'observation,Ordre,Famille,Genre,Espèce,Nombre,Sexe,Lien URL de l'image,Fiche technique,Remaques
02/05/2015 21:26:19,02/05/2015,Tifaeris,B21,,Lépidoptères,Lycaenidae,Lycaena,Cuivré fuligineux (Lycaena tityrus),1,Mâle,https://tifaeris.files.wordpress.com/2014/04/cuivrc3a9-fuligineux1.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/cuivre-fuligineux/,
02/05/2015 21:27:03,02/05/2015,Tifaeris,B21,,Lépidoptères,Nymphalidae,Coenonympha,Procris (Coenonympha pamphilus),1,,https://tifaeris.files.wordpress.com/2013/06/procris7.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/procris/,
21/05/2015 00:08:05,02/05/2015,Tifaeris,D19,,Coléoptères,Staphylinidae,Oxyporus,Oxypore roux (Oxyporus rufus),1,,https://tifaeris.files.wordpress.com/2015/05/oxypore-roux.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/oxypore-roux-oxyporus-rufus/,
01/05/2015 23:04:41,01/05/2015,Christophe Ramos,D10,,Lépidoptères,Nymphalidae,Melitaea,Mélitée du plantain (Melitaea cinxia),1,,,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/melitee-du-plantain/,
01/05/2015 23:06:45,01/05/2015,Christophe Ramos,D10,,Lépidoptères,Nymphalidae,Vanessa,Vulcain (Vanessa atalanta),4,,,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/vulcain/,
09/05/2015 22:45:32,30/04/2015,Tifaeris,H23,,Lépidoptères,Erebidae,Phragmatobia,Écaille cramoisie (Phragmatobia fuliginosa),2,,,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/ecaille-cramoisie-phragmatobia-fuliginosa/,De nuit
09/05/2015 22:46:48,30/04/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Opisthograptis,Citronnelle rouillée (Opisthograptis luteolata),4,,https://tifaeris.files.wordpress.com/2015/04/citronelle-rouillc3a9e-21.jpg?w=1200&h=,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/citronnelle-rouillee-opisthograptis-luteolata/,De nuit
09/05/2015 22:50:46,30/04/2015,Tifaeris,H23,,Coléoptères,Carabidae,Chlaeniellus,Chlaeniellus vestitus,1,,,https://tifaeris.wordpress.com/insectes/coleopteres/chlaeniellus-vestitus/,De nuit
09/05/2015 22:51:44,30/04/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Idaea,Acidalie blanchâtre (Idaea subsericeata),2,,https://tifaeris.files.wordpress.com/2015/05/acidalie-blanchc3a2tre.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/acidalie-blanchatre-idaea-subsericeata/,De nuit
09/05/2015 22:53:15,30/04/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Idaea,Acidalie dégénérée (Idaea degeneraria),1,,https://tifaeris.files.wordpress.com/2015/05/acidalie-dc3a9gc3a9nc3a9rc3a9e-3.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/acidalie-degeneree-idaea-degeneraria/,De nuit
09/05/2015 22:54:39,30/04/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Aspitates,Aspilate ochracée (Aspitates ochrearia),1,Mâle,https://tifaeris.files.wordpress.com/2013/05/aspilate-ochracc3a9.jpg?w=1200&h=,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/aspilate-ochracee/,De nuit
09/05/2015 22:56:32,30/04/2015,Tifaeris,H23,,Lépidoptères,Lasiocampidae,Macrothylacia,Bombyx de la ronce (Macrothylacia rubi),2,Femelles,https://tifaeris.files.wordpress.com/2015/05/bombyx-de-la-ronce-7.jpg?w=1200&h=,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/bombyx-de-la-ronce-macrothylacia-rubi/,"De nuit, ponte sur drap et vêtements"
09/05/2015 22:57:31,30/04/2015,Tifaeris,H23,,Lépidoptères,Tortricidae,Cnephasia,-,1,,https://tifaeris.files.wordpress.com/2015/04/cnephasia-sp1.jpg?w=1200&h=,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/cnephasia-sp-genre/,De nuit
09/05/2015 22:58:37,30/04/2015,Tifaeris,H23,,Lépidoptères,Noctuidae,Xestia,C noir (Xestia c-nigrum),1,,https://tifaeris.files.wordpress.com/2015/05/c-noir-2.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/c-noir-xestia-c-nigrum/,De nuit
09/05/2015 22:59:42,30/04/2015,Tifaeris,H23,,Lépidoptères,Erebidae,Spilosoma,Écaille lièvre (Spilosoma lutea),1,,https://tifaeris.files.wordpress.com/2015/05/c3a9caille-lic3a8vre.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/ecaille-lievre-spilosoma-lutea/,De nuit
09/05/2015 23:00:38,30/04/2015,Tifaeris,H23,,Lépidoptères,Erebidae,Spilosoma,Écaille tigrée (Spilosoma lubricipeda),1,,https://tifaeris.files.wordpress.com/2015/05/c3a9caille-tigrc3a9e.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/ecaille-tigree-spilosoma-lubricipeda/,De nuit
09/05/2015 23:02:21,30/04/2015,Tifaeris,H23,,Coléoptères,Scarabaeidae,Melolontha,Hanneton commun (Melolontha melolontha),1,Mâle,https://tifaeris.files.wordpress.com/2013/06/hanneton-commun-4.jpg?w=700&h=,https://tifaeris.wordpress.com/insectes/coleopteres/hanneton-commun/,De nuit
09/05/2015 23:04:18,30/04/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Jodis,Hémithée éruginée (Jodis lactearia),1,Mâle,https://tifaeris.files.wordpress.com/2015/05/hc3a9mithc3a9e-c3a9ruginc3a9e-2.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/hemithee-eruginee-jodis-lactearia/,De nuit
09/05/2015 23:05:32,30/04/2015,Tifaeris,H23,,Lépidoptères,Hepialidae,Pharmacis,Louvette (Pharmacis lupulina),3,,https://tifaeris.files.wordpress.com/2015/05/louvette-3.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/louvette-pharmacis-lupulina/,De nuit
09/05/2015 23:06:58,30/04/2015,Tifaeris,H23,,Lépidoptères,Erebidae,Eilema,Manteau jaune (Eilema sororcula),1,,https://tifaeris.files.wordpress.com/2015/05/manteau-jaune-2.jpg?w=1200&h=,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/manteau-jaune-eilema-sororcula/,De nuit
09/05/2015 23:08:15,30/04/2015,Tifaeris,H23,,Lépidoptères,Noctuidae,Mythimna,Leucanie sicilienne (Mythimna sicula)/Mythimna alopecuri,1,,https://tifaeris.files.wordpress.com/2015/04/mythimna-sicula-alopecuri1.jpg?w=700&h=,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/leucanie-sicilienne-mythimna-siculaleucanie-des-steppes-m-alopecuri/,De nuit
09/05/2015 23:09:22,30/04/2015,Tifaeris,H23,,Lépidoptères,Noctuidae,Helicoverpa,Noctuelle de la tomate (Helicoverpa armigera),1,,https://tifaeris.files.wordpress.com/2015/05/noctuelle-de-la-tomate.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/noctuelle-de-la-tomate-helicoverpa-armigera/,De nuit
09/05/2015 23:11:06,30/04/2015,Tifaeris,H23,,Lépidoptères,Erebidae,Calliteara,Patte-Etendue (Calliteara pudibunda),3,Mâles,https://tifaeris.files.wordpress.com/2014/05/patte-c3a9tendue-5.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/patte-etendue/,De nuit
09/05/2015 23:12:06,30/04/2015,Tifaeris,H23,,Lépidoptères,Noctuidae,Mythimna,Point blanc (Mythimna albipuncta),1,,https://tifaeris.files.wordpress.com/2015/05/point-blanc.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/point-blanc-mythimna-albipuncta/,De nuit
09/05/2015 23:13:35,30/04/2015,Tifaeris,H23,,Diptères,Rhagionidae,Rhagio,Rhagio tringarius,1,,https://tifaeris.files.wordpress.com/2014/05/rhagio-tringarius1.jpg?w=700&h=,https://tifaeris.wordpress.com/insectes/dipteres/rhagio-tringarius/,De nuit
09/05/2015 23:15:08,30/04/2015,Tifaeris,H23,,Coléoptères,Dysticidae,Rhantus,Rhantus suturalis,2,Femelles,https://tifaeris.files.wordpress.com/2015/05/rhantus-suturalis.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/rhantus-suturalis/,De nuit
01/05/2015 22:51:01,29/04/2015,Tifaeris,D10,,Trichoptères,Leptoceridae,Mystacides,Mystacides azureus/nigra,1,,,https://tifaeris.wordpress.com/insectes/trichopteres/mystacides-azureusnigra/,
01/05/2015 22:52:23,29/04/2015,Tifaeris,D10,,Odonates,Coenagrionidae,Ischnura,Ischnure élégante (Ischnura elegans),2,,,https://tifaeris.wordpress.com/insectes/odonates/ischnure-elegante/,Accouplement
01/05/2015 22:54:04,29/04/2015,Tifaeris,B21,,Lépidoptères,Nymphalidae,Coenonympha,Procris (Coenonympha pamphilus),1,,https://tifaeris.files.wordpress.com/2013/06/procris6.jpg?w=1200&h=,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/procris/,
01/05/2015 22:55:23,29/04/2015,Tifaeris,B21,,Odonates,Lestidae,Sympecma,Leste brun (Sympecma fusca),1,,https://tifaeris.files.wordpress.com/2013/06/leste-brun5.jpg,https://tifaeris.wordpress.com/insectes/odonates/leste-brun/,
01/05/2015 22:57:08,29/04/2015,Tifaeris,B21,,Coléoptères,Cleridae,Trichodes,Clairon des ruches (Trichodes alvearius),1,,https://tifaeris.files.wordpress.com/2014/06/clairon-des-ruches-6.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/clairon-des-ruches/,
01/05/2015 22:58:16,29/04/2015,Tifaeris,B21,,Coléoptères,Elateridae,Agrypnus,Adélocère des potagers (Agrypnus murinus),2,,https://tifaeris.files.wordpress.com/2014/05/adc3a9locc3a8re-des-potagers-3.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/adelocere-des-potagers/,
01/05/2015 22:59:27,29/04/2015,Tifaeris,B21,,Araignées,Araneidae,Cyclosa,Cyclosa oculata,1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/cyclosa-oculata/,
01/05/2015 23:01:05,29/04/2015,Tifaeris,B21,,Lépidoptères,Nymphalidae,Melitaea,Mélitée des centaurées (Melitaea phoebe),1,,https://tifaeris.files.wordpress.com/2013/06/mc3a9litc3a9e-des-centaurc3a9es3.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/melitee-des-centaurees/,
01/05/2015 23:01:57,29/04/2015,Tifaeris,E19,,Araignées,Araneidae,Gibbaranea,Epeire dromadaire (Gibbaranea bituberculata),1,Femelle,https://tifaeris.files.wordpress.com/2013/06/c3a9peire-dromadaire.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-dromadaire/,
01/05/2015 23:02:57,29/04/2015,Tifaeris,E19,,Coléoptères,Scarabaeidae,Oxythyrea,Cétoine grise (Oxythyrea funesta),1,,https://tifaeris.files.wordpress.com/2013/05/cc3a9toine-grise1.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/cetoine-grise/,
19/05/2015 23:23:48,29/04/2015,Tifaeris,B21,,Diptères,Tachinidae,Ectophasia,Phasie crassipenne (Ectophasia crassipennis),1,Mâle,https://tifaeris.files.wordpress.com/2013/09/phasie-crassipenne-31.jpg?w=1200&h=,https://tifaeris.wordpress.com/insectes/dipteres/phasie-crassipenne/,
20/05/2015 00:36:11,29/04/2015,Tifaeris,F20,,Coléoptères,Dasytidae,Psilothrix,Psilothrix viridicoerulea,1,,https://tifaeris.files.wordpress.com/2015/05/psilothrix-viridicoerulea.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/psilothrix-viridicoerulea/,
20/05/2015 23:30:54,29/04/2015,Tifaeris,B21,,Lépidoptères,Noctuidae,Chloantha,Noctuelle du millepertuis (Chloantha hyperici),1,,https://tifaeris.files.wordpress.com/2015/05/noctuelle-du-millepertuis-4.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/noctuelle-du-millepertuis-chloantha-hyperici/,
01/05/2015 22:24:36,25/04/2015,Tifaeris,J14,,Lépidoptères,Papilionidae,Iphiclides,Flambé (Iphiclides podalirius),1,,https://tifaeris.files.wordpress.com/2015/04/flambc3a9.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/flambe-iphiclides-podalirius/,
01/05/2015 22:26:19,25/04/2015,Tifaeris,J14,,Lépidoptères,Nymphalidae,Vanessa,Vulcain (Vanessa atalanta),2,,,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/vulcain/,
01/05/2015 22:27:55,25/04/2015,Tifaeris,J14,,Lépidoptères,Geometridae,Ematurga,Phalène picotée (Ematurga atomaria),1,,,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/phalene-picotee/,
01/05/2015 22:29:14,25/04/2015,Tifaeris,C20,,Hémiptères,Coreidae,Coreus,Corée marginée (Coreus marginatus),2,,,https://tifaeris.wordpress.com/insectes/hemipteres/coree-marginee/,
01/05/2015 22:30:17,25/04/2015,Tifaeris,C20,,Araignées,Pisauridae,Pisaura,Pisaure admirable (Pisaura mirabilis),2,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/pisaure-admirable/,
01/05/2015 22:32:21,25/04/2015,Tifaeris,D19,,Lépidoptères,Nymphalidae,Pararge,Tircis (Pararge aegeria),1,,https://tifaeris.files.wordpress.com/2013/06/tircis6.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/tircis/,
01/05/2015 22:33:44,25/04/2015,Tifaeris,D19,,Coléoptères,Chrysomelidae,Hispa,Hispe noire (Hispa atra),2,,,https://tifaeris.wordpress.com/insectes/coleopteres/hispa-atra/,Accouplement
01/05/2015 22:35:37,25/04/2015,Tifaeris,D19,,Coléoptères,Scarabaeidae,Oxythyrea,Cétoine grise (Oxythyrea funesta),1,,https://tifaeris.files.wordpress.com/2013/05/cc3a9toine-grise.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/cetoine-grise/,
01/05/2015 22:37:34,25/04/2015,Tifaeris,D19,,Lépidoptères,Lasiocampidae,Lasiocampa,Bombyx du trèfle (Lasiocampa trifolii),1,,https://tifaeris.files.wordpress.com/2015/04/bombyx-du-trc3a8fle-3.jpg?w=1024,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/bombyx-du-trefle-lasiocampa-trifolii/,Chenille
01/05/2015 22:38:27,25/04/2015,Tifaeris,D19,,Araignées,Araneidae,Agalenatea,Epeire de velours (Agalenatea redii),1,,https://tifaeris.files.wordpress.com/2013/06/epeire-de-velours-24.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-de-velours/,
01/05/2015 22:39:37,25/04/2015,Tifaeris,E19,,Araignées,Salticidae,Salticus,-,1,Mâle,,https://tifaeris.wordpress.com/arachnides-2/arachnides/salticus-genre/,
01/05/2015 22:40:42,25/04/2015,Tifaeris,E19,,Coléoptères,Coccinellidae,Subcoccinella,Coccinelle à 24 points (Subcoccinella 24 punctata),1,,https://tifaeris.files.wordpress.com/2014/04/coccinelle-c3a0-24-points3.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/coccinelle-a-24-points/,
01/05/2015 22:41:26,25/04/2015,Tifaeris,E19,,Araignées,Araneidae,Agalenatea,Epeire de velours (Agalenatea redii),2,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-de-velours/,
01/05/2015 22:42:01,25/04/2015,Tifaeris,E19,,Araignées,Pisauridae,Pisaura,Pisaure admirable (Pisaura mirabilis),2,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/pisaure-admirable/,
01/05/2015 22:42:29,25/04/2015,Tifaeris,E19,,Araignées,Thomisidae,Xysticus,-,1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/genre-xysticus/,
01/05/2015 22:43:07,25/04/2015,Tifaeris,E19,,Araignées,Araneidae,Mangora,Mangore petite-bouteille (Mangora acalypha),2,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/mangore-petite-bouteille-2-2/,
01/05/2015 22:43:44,25/04/2015,Tifaeris,F20,,Coléoptères,Chrysomelidae,Hispa,Hispe noire (Hispa atra),2,,,https://tifaeris.wordpress.com/insectes/coleopteres/hispa-atra/,Accouplement
01/05/2015 22:47:59,25/04/2015,Tifaeris,G27,,Lépidoptères,Noctuidae,Mythimna,Leucanie orbicole (Mythimna unipuncta),1,,,-,
01/05/2015 22:48:41,25/04/2015,Tifaeris,G27,,Coléoptères,Curculionidae,Polydrusus,Polydrusus prasinus,2,,,-,
01/05/2015 22:49:39,25/04/2015,Tifaeris,G27,,Coléoptères,Elateridae,Cidnopus,Cidnope poilu (Cidnopus pilosus),2,,,-,
08/05/2015 22:27:02,25/04/2015,Tifaeris,F27,,Coléoptères,Carabidae,Carabus,Carabe doré (Carabus auratus),1,,https://tifaeris.files.wordpress.com/2015/05/carabe-dorc3a9.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/carabe-dore-carabus-auratus/,
19/05/2015 22:56:25,25/04/2015,Tifaeris,F27,,Lépidoptères,Tortricidae,Aethes,Aethes williana,1,,https://tifaeris.files.wordpress.com/2015/05/aethes-williana.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/aethes-williana/,
24/04/2015 21:25:04,24/04/2015,Marie-Line D09,C9,,Lépidoptères,Pieridae,Anthocharis,Aurore (Anthocharis cardamines),1,,,-,
01/05/2015 22:46:26,24/04/2015,danychou,E6,,Lépidoptères,Lycaenidae,Callophrys,Thècle de la ronce (Callophrys rubi),1,,https://www.flickr.com/photos/36046278@N02/16638513643/,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/argus-vert/,
24/04/2015 21:21:23,22/04/2015,Marie-Line D09,D14,,Lépidoptères,Nymphalidae,Vanessa,Vulcain (Vanessa atalanta),1,,https://www.flickr.com/photos/marielined09/16621448214/,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/vulcain/,
24/04/2015 21:23:03,22/04/2015,Marie-Line D09,D16,,Lépidoptères,Nymphalidae,Pararge,Tircis (Pararge aegeria),1,,https://www.flickr.com/photos/marielined09/17243341171/,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/tircis/,
18/04/2015 23:28:10,18/04/2015,Tifaeris,C20,,Lépidoptères,Nymphalidae,Vanessa,Vulcain (Vanessa atalanta),1,,,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/vulcain/,
18/04/2015 23:28:53,18/04/2015,Tifaeris,C20,,Araignées,Pisauridae,Pisaura,Pisaure admirable (Pisaura mirabilis),2,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/pisaure-admirable/,
18/04/2015 23:29:48,18/04/2015,Tifaeris,D19,,Lépidoptères,Nymphalidae,Melitaea,Mélitée du plantain (Melitaea cinxia),1,,,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/melitee-du-plantain/,Chenille
18/04/2015 23:30:58,18/04/2015,Tifaeris,D19,,Araignées,Araneidae,Gibbaranea,Epeire dromadaire (Gibbaranea bituberculata),1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-dromadaire/,
18/04/2015 23:31:29,18/04/2015,Tifaeris,E19,,Araignées,Araneidae,Gibbaranea,Epeire dromadaire (Gibbaranea bituberculata),1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-dromadaire/,
18/04/2015 23:32:52,18/04/2015,Tifaeris,E19,,Coléoptères,Chrysomelidae,Hispa,Hispe noire (Hispa atra),2,,,https://tifaeris.wordpress.com/insectes/coleopteres/hispa-atra/,Accouplement
01/05/2015 22:22:48,18/04/2015,Tifaeris,D19,,Coléoptères,Chrysomelidae,Galeruca,-,1,,https://tifaeris.files.wordpress.com/2015/04/galeruca-sp-2.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/galeruca-sp-genre/,
14/04/2015 23:36:59,13/04/2015,fbarz,E19,,Odonates,Lestidae,Sympecma,Leste brun (Sympecma fusca),1,,,https://tifaeris.wordpress.com/insectes/odonates/leste-brun/,
14/04/2015 23:38:47,13/04/2015,fbarz,H10,,Odonates,Coenagrionidae,Ischnura,Ischnure élégante (Ischnura elegans),1,,,https://tifaeris.wordpress.com/insectes/odonates/ischnure-elegante/,
14/04/2015 23:39:42,13/04/2015,fbarz,F12,,Odonates,Lestidae,Sympecma,Leste brun (Sympecma fusca),2,,,https://tifaeris.wordpress.com/insectes/odonates/leste-brun/,Tandem copulatoire
13/04/2015 22:13:27,12/04/2015,Tifaeris,D19,,Odonates,Lestidae,Sympecma,Leste brun (Sympecma fusca),1,,https://tifaeris.files.wordpress.com/2013/06/leste-brun4.jpg,https://tifaeris.wordpress.com/insectes/odonates/leste-brun/,
13/04/2015 22:15:16,12/04/2015,Tifaeris,D19,,Araignées,Araneidae,Gibbaranea,Épeire dromadaire (Gibbaranea bituberculata),1,Mâle,https://tifaeris.files.wordpress.com/2013/06/epeire-dromadaire2.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-dromadaire/,
13/04/2015 22:16:59,12/04/2015,Tifaeris,H23,,Hémiptères,Lygaeidae,Melanocoryphus,Melanocoryphus albomaculatus,4,,https://tifaeris.files.wordpress.com/2013/06/melanocoryphus-albomaculatus2.jpg,https://tifaeris.wordpress.com/insectes/hemipteres/melanocoryphus-albomaculatus/,
13/04/2015 22:17:55,12/04/2015,Tifaeris,H23,,Araignées,Salticidae,Salticus,-,1,Femelle,https://tifaeris.files.wordpress.com/2015/04/salticus-21.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/salticus-genre/,
13/04/2015 22:19:25,12/04/2015,Tifaeris,E19,,Araignées,Araneidae,Mangora,Mangore petite-bouteille (Mangora acalypha),1,,https://tifaeris.files.wordpress.com/2013/06/mangore-petite-bouteille6.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/mangore-petite-bouteille-2-2/,
13/04/2015 22:20:21,12/04/2015,Tifaeris,E19,,Araignées,Araneidae,Gibbaranea,Épeire dromadaire (Gibbaranea bituberculata),1,,https://tifaeris.files.wordpress.com/2013/06/epeire-dromadaire-2.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-dromadaire/,
13/04/2015 22:21:27,12/04/2015,Tifaeris,E19,,Araignées,Araneidae,Agalenatea,Épeire de velours (Agalenatea redii),2,,https://tifaeris.files.wordpress.com/2013/06/epeire-de-velours7.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-de-velours/,
13/04/2015 22:22:51,12/04/2015,Tifaeris,E5,,Araignées,Thomisidae,Ebrechtella,Ebrechtella tricuspidata,1,Femelle,https://tifaeris.files.wordpress.com/2014/04/ebrechtella-tricuspidata1.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/ebrechtella-tricuspidata/,
01/07/2015 00:25:01,27/06/2015,Tifaeris,H23,,Coléoptères,Cerambycidae,Stenopterus,Sténoptère roux (Stenopterus rufus),2,,https://tifaeris.files.wordpress.com/2013/09/stc3a9noptc3a8re-roux3.jpg?w=1024,https://tifaeris.wordpress.com/insectes/coleopteres/stenoptere-roux/,Accouplement
18/04/2015 23:20:31,12/04/2015,Tifaeris,H23,,Hémiptères,Coreidae,Syromastus,Syromastus rhombeus,1,,https://tifaeris.files.wordpress.com/2015/04/syromastus-rhombeus.jpg,https://tifaeris.wordpress.com/insectes/hemipteres/syromastus-rhombeus/,
